Model,Month,a,b,c,Precision
P2414Hb,2019/6/1,0,0.08,0.92,0.00507602
P2414Hb,2019/7/1,0.74,0,0.26,0.00840837
P2414Hb,2019/8/1,0.08,0.91,0.00999999,0.0101392
P2414Hb,2019/9/1,0.03,0,0.97,0.00214938
P2415Qb,2018/5/1,0.77,0.18,0.05,0.00203177
P2415Qb,2018/6/1,0,0,1,0.00253723
P2415Qb,2018/7/1,0.77,0,0.23,0.00674293
P2415Qb,2018/8/1,0,0.99,0.00999999,0.0079253
P2415Qb,2018/9/1,0.16,0,0.84,0.00479951
P2415Qb,2018/10/1,0,0.27,0.73,0.00357427
P2415Qb,2018/11/1,0.51,0.31,0.18,0.0030591
P2415Qb,2018/12/1,0.2,0.69,0.11,0.0036157
P2415Qb,2019/1/1,0.64,0,0.36,0.00486393
P2415Qb,2019/2/1,0,0.29,0.71,0.004448
P2415Qb,2019/3/1,0,0.26,0.74,0.00412656
P2415Qb,2019/4/1,0.61,0.07,0.32,0.0043393
P2415Qb,2019/5/1,0.5,0,0.5,0.00381488
P2415Qb,2019/6/1,0.98,0.01,0.00999998,0.00431237
P2415Qb,2019/7/1,0.74,0.12,0.14,0.0068802
P2415Qb,2019/8/1,0.35,0,0.65,0.00615297
P2415Qb,2019/9/1,0.09,0,0.91,0.00231813
P2416Db,2018/5/1,0.48,0.11,0.41,0.00201589
P2416Db,2018/6/1,0,0,1,0.00261279
P2416Db,2018/7/1,0.99,0,0.00999999,0.00642562
P2416Db,2018/8/1,0.99,0,0.00999999,0.00829394
P2416Db,2018/9/1,0,0,1,0.00537999
P2416Db,2018/10/1,0.04,0.22,0.74,0.00483527
P2416Db,2018/11/1,0.03,0.44,0.53,0.00395686
P2416Db,2018/12/1,0,0.55,0.45,0.00432162
P2416Db,2019/1/1,0.7,0,0.3,0.00486005
P2416Db,2019/2/1,0.18,0.26,0.56,0.00566704
P2416Db,2019/3/1,0.5,0.24,0.26,0.00427932
P2416Db,2019/4/1,0.59,0.08,0.33,0.0040407
P2416Db,2019/5/1,0.36,0,0.64,0.00585907
P2416Db,2019/6/1,0,0.27,0.73,0.00768551
P2416Db,2019/7/1,0.33,0.45,0.22,0.00687398
P2416Db,2019/8/1,0.96,0.04,2.23517e-08,0.00786741
P2416Db,2019/9/1,0,0,1,0.00254102
P2417Hb,2018/5/1,0,0.2,0.8,0.00258803
P2417Hb,2018/6/1,0.27,0.66,0.07,0.00248011
P2417Hb,2018/7/1,0.48,0,0.52,0.00727033
P2417Hb,2018/8/1,0,0.73,0.27,0.00758834
P2417Hb,2018/9/1,0.11,0,0.89,0.00507829
P2417Hb,2018/10/1,0.09,0.51,0.4,0.00414341
P2417Hb,2018/11/1,0.15,0.2,0.65,0.00468253
P2417Hb,2018/12/1,0.32,0.62,0.06,0.00410883
P2417Hb,2019/1/1,0.33,0,0.67,0.00343328
P2417Hb,2019/2/1,0.15,0.54,0.31,0.0027124
P2417Hb,2019/3/1,0.31,0.04,0.65,0.00303829
P2417Hb,2019/4/1,0.7,0.16,0.14,0.0037767
P2417Hb,2019/5/1,0.26,0.22,0.52,0.00363585
P2417Hb,2019/6/1,0.13,0.19,0.68,0.0032082
P2417Hb,2019/7/1,0.41,0.27,0.32,0.00806217
P2417Hb,2019/8/1,0.07,0.37,0.56,0.00874159
P2417Hb,2019/9/1,0,0.06,0.94,0.00244323
P2418Dc,2018/5/1,0,0.21,0.79,0.00209533
P2418Dc,2018/6/1,0,0.15,0.85,0.0022607
P2418Dc,2018/7/1,0.96,0.04,2.23517e-08,0.0104624
P2418Dc,2018/8/1,0.99,0,0.00999999,0.0114063
P2418Dc,2018/9/1,0.02,0,0.98,0.00545812
P2418Dc,2018/10/1,0.06,0.31,0.63,0.00554875
P2418Dc,2018/11/1,0,0,1,0.00440006
P2418Dc,2018/12/1,0,0,1,0.00409982
P2418Dc,2019/1/1,0,0.57,0.43,0.00334558
P2418Dc,2019/2/1,0.59,0.41,2.98023e-08,0.00243947
P2418Dc,2019/3/1,0.15,0,0.85,0.00263896
P2418Dc,2019/4/1,0.23,0.62,0.15,0.00348495
P2418Dc,2019/5/1,0.3,0,0.7,0.00245973
P2418Dc,2019/6/1,0.76,0.22,0.02,0.00301532
P2418Dc,2019/7/1,0.99,0,0.00999999,0.00728987
P2418Dc,2019/8/1,0,0,1,0.00668012
P2418Dc,2019/9/1,0.13,0,0.87,0.00227038
P2418HTt,2018/5/1,0.12,0.66,0.22,0.00189501
P2418HTt,2018/6/1,0,0,1,0.00247585
P2418HTt,2018/7/1,0.99,0,0.00999999,0.00924577
P2418HTt,2018/8/1,0.99,0,0.00999999,0.0120919
P2418HTt,2018/9/1,0,0,1,0.00653595
P2418HTt,2018/10/1,0.78,0,0.22,0.00962382
P2418HTt,2018/11/1,0,0,1,0.0067959
P2418HTt,2018/12/1,0.47,0,0.53,0.00806509
P2418HTt,2019/1/1,0,0.74,0.26,0.00446365
P2418HTt,2019/2/1,0.53,0.47,2.98023e-08,0.00587827
P2418HTt,2019/3/1,0,0,1,0.00518844
P2418HTt,2019/4/1,0.21,0.78,0.0100001,0.00430491
P2418HTt,2019/5/1,0,0.55,0.45,0.00493538
P2418HTt,2019/6/1,0,0.29,0.71,0.00531214
P2418HTt,2019/7/1,0.19,0.8,0.00999999,0.00676043
P2418HTt,2019/8/1,0.19,0.19,0.62,0.0048596
P2418HTt,2019/9/1,0.14,0.02,0.84,0.00252663
P2419Hb,2018/5/1,0.42,0.11,0.47,0.00314991
P2419Hb,2018/6/1,0,0.25,0.75,0.00292497
P2419Hb,2018/7/1,0.08,0.44,0.48,0.00625745
P2419Hb,2018/8/1,0.53,0.47,2.98023e-08,0.0062814
P2419Hb,2018/9/1,0,0,1,0
P2419Hb,2018/10/1,0,0,1,0
P2419Hb,2018/11/1,0,0,1,0
P2419Hb,2018/12/1,0,0,1,0
P2419Hb,2019/1/1,0,0,1,0
P2419Hb,2019/2/1,0,0,1,0.00824919
P2419Hb,2019/3/1,0.99,0,0.00999999,0.0061359
P2419Hb,2019/4/1,0,0.14,0.86,0.00350284
P2419Hb,2019/5/1,0.36,0.01,0.63,0.00325772
P2419Hb,2019/6/1,0,0.6,0.4,0.00301516
P2419Hb,2019/7/1,0.15,0.73,0.12,0.004946
P2419Hb,2019/8/1,0.74,0,0.26,0.00526892
P2419Hb,2019/9/1,0,0,1,0.0021721
P2715Qt,2018/5/1,0.08,0.46,0.46,0.00100223
P2715Qt,2018/6/1,0.21,0.19,0.6,0.00185341
P2715Qt,2018/7/1,0,0.99,0.00999999,0.00869391
P2715Qt,2018/8/1,0.99,0,0.00999999,0.0087073
P2715Qt,2018/9/1,0.84,0,0.16,0.00790408
P2715Qt,2018/10/1,0.13,0,0.87,0.00499519
P2715Qt,2018/11/1,0,0.57,0.43,0.00652792
P2715Qt,2018/12/1,0.32,0.18,0.5,0.00425303
P2715Qt,2019/1/1,0.06,0.57,0.37,0.00529091
P2715Qt,2019/2/1,0,0.73,0.27,0.0037598
P2715Qt,2019/3/1,0.56,0.43,0.00999999,0.00390265
P2715Qt,2019/4/1,0.65,0,0.35,0.00441993
P2715Qt,2019/5/1,0.47,0.06,0.47,0.00560136
P2715Qt,2019/6/1,0.99,0,0.00999999,0.00630987
P2715Qt,2019/7/1,0.68,0.31,0.00999999,0.00647979
P2715Qt,2019/8/1,0.99,0,0.00999999,0.00491958
P2715Qt,2019/9/1,0.3,0,0.7,0.00438307
P2717Ht,2018/5/1,0.59,0,0.41,0.00312984
P2717Ht,2018/6/1,0.2,0,0.8,0.00403767
P2717Ht,2018/7/1,0.29,0.7,0.0100001,0.0105135
P2717Ht,2018/8/1,0.99,0,0.00999999,0.00902866
P2717Ht,2018/9/1,0.09,0,0.91,0.00330856
P2717Ht,2018/10/1,0.27,0,0.73,0.00764558
P2717Ht,2018/11/1,0,0.94,0.06,0.00589542
P2717Ht,2018/12/1,0.4,0,0.6,0.00618236
P2717Ht,2019/1/1,0.08,0.31,0.61,0.00550833
P2717Ht,2019/2/1,0.38,0.08,0.54,0.00373828
P2717Ht,2019/3/1,0.08,0.71,0.21,0.00395157
P2717Ht,2019/4/1,0.72,0,0.28,0.00530382
P2717Ht,2019/5/1,0.25,0.57,0.18,0.00377816
P2717Ht,2019/6/1,0.33,0.66,0.00999993,0.00560054
P2717Ht,2019/7/1,0.25,0.7,0.05,0.0073629
P2717Ht,2019/8/1,0.78,0.22,2.98023e-08,0.00919785
P2717Ht,2019/9/1,0,0,1,0.00330518
P2719Ht,2018/5/1,0.42,0,0.58,0.0031695
P2719Ht,2018/6/1,0.4,0.6,0,0.00288574
P2719Ht,2018/7/1,0.32,0.01,0.67,0.00396994
P2719Ht,2018/8/1,0.12,0.47,0.41,0.00402833
P2719Ht,2018/9/1,0,0,1,0
P2719Ht,2018/10/1,0,0,1,0
P2719Ht,2018/11/1,0,0,1,0
P2719Ht,2018/12/1,0,0,1,0
P2719Ht,2019/1/1,0,0,1,0
P2719Ht,2019/2/1,0.99,0,0.00999999,0.011033
P2719Ht,2019/3/1,0.99,0,0.00999999,0.00927583
P2719Ht,2019/4/1,0.84,0,0.16,0.00542588
P2719Ht,2019/5/1,0.87,0,0.13,0.00491298
P2719Ht,2019/6/1,0,0,1,0.00635027
P2719Ht,2019/7/1,0.31,0,0.69,0.00564185
P2719Ht,2019/8/1,0,0.99,0.00999999,0.00577526
P2719Ht,2019/9/1,0.05,0,0.95,0.00264721
S2316Hc,2018/5/1,0,0.05,0.95,0.00188109
S2316Hc,2018/6/1,0,0.67,0.33,0.00230047
S2316Hc,2018/7/1,0,0.99,0.00999999,0.0117845
S2316Hc,2018/8/1,0.99,0,0.00999999,0.0123977
S2316Hc,2018/9/1,0,0,1,0.00445169
S2316Hc,2018/10/1,0,0.73,0.27,0.00617104
S2316Hc,2018/11/1,0.2,0.61,0.19,0.00418183
S2316Hc,2018/12/1,0.13,0.01,0.86,0.00500588
S2316Hc,2019/1/1,0.53,0.47,2.98023e-08,0.0044007
S2316Hc,2019/2/1,0.05,0.48,0.47,0.00465042
S2316Hc,2019/3/1,0.49,0.12,0.39,0.00339782
S2316Hc,2019/4/1,0.01,0.48,0.51,0.00439224
S2316Hc,2019/5/1,0.79,0.12,0.09,0.00538575
S2316Hc,2019/6/1,0.42,0.58,5.96046e-08,0.0060641
S2316Hc,2019/7/1,0,0.5,0.5,0.00824421
S2316Hc,2019/8/1,0.59,0.19,0.22,0.010238
S2316Hc,2019/9/1,0,0.01,0.99,0.00420666
S2316Mc,2018/5/1,0.18,0.81,0.00999999,0.00598856
S2316Mc,2018/6/1,0.04,0.23,0.73,0.00388072
S2316Mc,2018/7/1,0.78,0.22,2.98023e-08,0.00805754
S2316Mc,2018/8/1,0.29,0,0.71,0.00857946
S2316Mc,2018/9/1,0,0,1,0.004054
S2316Mc,2018/10/1,0,0.55,0.45,0.00294328
S2316Mc,2018/11/1,0.16,0.47,0.37,0.0036451
S2316Mc,2018/12/1,0.35,0.44,0.21,0.00397521
S2316Mc,2019/1/1,0.48,0.32,0.2,0.00364263
S2316Mc,2019/2/1,0.01,0.45,0.54,0.00328914
S2316Mc,2019/3/1,0.21,0.15,0.64,0.00286191
S2316Mc,2019/4/1,0.09,0.14,0.77,0.00303583
S2316Mc,2019/5/1,0.14,0.33,0.53,0.00299344
S2316Mc,2019/6/1,0,0.81,0.19,0.00397089
S2316Mc,2019/7/1,0.42,0.58,5.96046e-08,0.00827305
S2316Mc,2019/8/1,0.59,0.17,0.24,0.00850826
S2316Mc,2019/9/1,0,0.02,0.98,0.00281257
S2318Mc,2018/5/1,0.02,0,0.98,0.00187107
S2318Mc,2018/6/1,0.9,0.1,2.23517e-08,0.00312109
S2318Mc,2018/7/1,0.99,0,0.00999999,0.007201
S2318Mc,2018/8/1,0.8,0.19,0.00999999,0.00853024
S2318Mc,2018/9/1,0,0,1,0.00484809
S2318Mc,2018/10/1,0,0.99,0.00999999,0.00508239
S2318Mc,2018/11/1,0.28,0,0.72,0.00624983
S2318Mc,2018/12/1,0.37,0,0.63,0.00591324
S2318Mc,2019/1/1,0.67,0.03,0.3,0.0043052
S2318Mc,2019/2/1,0,0.43,0.57,0.00459935
S2318Mc,2019/3/1,0,0.68,0.32,0.00496537
S2318Mc,2019/4/1,0.37,0,0.63,0.00487228
S2318Mc,2019/5/1,0.13,0.42,0.45,0.00438897
S2318Mc,2019/6/1,0.42,0.58,5.96046e-08,0.00634025
S2318Mc,2019/7/1,0.53,0,0.47,0.00754258
S2318Mc,2019/8/1,0,0.32,0.68,0.00658539
S2318Mc,2019/9/1,0.07,0,0.93,0.00220663
S2319HSt,2018/5/1,0,0.11,0.89,0.00331052
S2319HSt,2018/6/1,0.01,0.51,0.48,0.00243382
S2319HSt,2018/7/1,0.33,0.48,0.19,0.00426501
S2319HSt,2018/8/1,0.6,0.02,0.38,0.00447818
S2319HSt,2018/9/1,0,0,1,0
S2319HSt,2018/10/1,0,0,1,0
S2319HSt,2018/11/1,0,0,1,0
S2319HSt,2018/12/1,0,0,1,0
S2319HSt,2019/1/1,0,0,1,0
S2319HSt,2019/2/1,0,0,1,0
S2319HSt,2019/3/1,0,0,1,0
S2319HSt,2019/4/1,0,0,1,0
S2319HSt,2019/5/1,0.99,0,0.00999999,0.00759785
S2319HSt,2019/6/1,0,0,1,0.00703775
S2319HSt,2019/7/1,0.48,0.01,0.51,0.00450006
S2319HSt,2019/8/1,0.65,0.35,2.98023e-08,0.00465949
S2319HSt,2019/9/1,0,0.03,0.97,0.00164581
S2417DGb,2018/5/1,0,0,1,0.00134974
S2417DGb,2018/6/1,0.01,0.31,0.68,0.00151843
S2417DGb,2018/7/1,0.93,0,0.07,0.00497952
S2417DGb,2018/8/1,0,0.55,0.45,0.00512292
S2417DGb,2018/9/1,0,0,1,0
S2417DGb,2018/10/1,0.99,0,0.00999999,0.004737
S2417DGb,2018/11/1,0,0,1,0.006331
S2417DGb,2018/12/1,0,0,1,0.00211676
S2417DGb,2019/1/1,0.08,0.6,0.32,0.00214804
S2417DGb,2019/2/1,0.56,0.18,0.26,0.0013447
S2417DGb,2019/3/1,0.36,0.3,0.34,0.00143569
S2417DGb,2019/4/1,0.04,0,0.96,0.00147059
S2417DGb,2019/5/1,0,0.32,0.68,0.00434416
S2417DGb,2019/6/1,0.94,0,0.06,0.00222914
S2417DGb,2019/7/1,0.78,0.22,2.98023e-08,0.00137714
S2417DGb,2019/8/1,0.75,0,0.25,0.00253229
S2417DGb,2019/9/1,0,0.52,0.48,0.00219152
S2418HNt,2018/5/1,0.18,0.54,0.28,0.00198093
S2418HNt,2018/6/1,0.67,0,0.33,0.00159502
S2418HNt,2018/7/1,0,0.19,0.81,0.00154759
S2418HNt,2018/8/1,0,0.99,0.00999999,0.00140738
S2418HNt,2018/9/1,0.99,0,0.00999999,0.00200663
S2418HNt,2018/10/1,0.99,0,0.00999999,0.00741228
S2418HNt,2018/11/1,0.99,0,0.00999999,0.00976533
S2418HNt,2018/12/1,0,0,1,0.00490196
S2418HNt,2019/1/1,0.22,0.63,0.15,0.00222057
S2418HNt,2019/2/1,0.92,0.07,0.00999998,0.00308026
S2418HNt,2019/3/1,0.07,0.06,0.87,0.00505396
S2418HNt,2019/4/1,0.23,0,0.77,0.00386799
S2418HNt,2019/5/1,0,0.38,0.62,0.00352941
S2418HNt,2019/6/1,0,0,1,0.00475167
S2418HNt,2019/7/1,0.15,0.84,0.0100001,0.00375462
S2418HNt,2019/8/1,0.99,0,0.00999999,0.00574795
S2418HNt,2019/9/1,0,0,1,0.0044707
S2419Hc,2018/5/1,0.29,0.26,0.45,0.00330056
S2419Hc,2018/6/1,0,0,1,0.00249222
S2419Hc,2018/7/1,0,0.99,0.00999999,0.00233562
S2419Hc,2018/8/1,0.23,0,0.77,0.00203985
S2419Hc,2018/9/1,0.71,0.29,2.98023e-08,0.00331647
S2419Hc,2018/10/1,0.48,0.51,0.00999999,0.00460699
S2419Hc,2018/11/1,0.36,0.19,0.45,0.00446977
S2419Hc,2018/12/1,0,0,1,0
S2419Hc,2019/1/1,0,0,1,0
S2419Hc,2019/2/1,0,0,1,0
S2419Hc,2019/3/1,0,0,1,0
S2419Hc,2019/4/1,0,0,1,0
S2419Hc,2019/5/1,0,0,1,0.00689207
S2419Hc,2019/6/1,0,0,1,0.0109945
S2419Hc,2019/7/1,0,0.8,0.2,0.00549412
S2419Hc,2019/8/1,0,0.99,0.00999999,0.00238971
S2419Hc,2019/9/1,0.42,0,0.58,0.00296698
S2419HGFc,2018/5/1,0,0.71,0.29,0.00155484
S2419HGFc,2018/6/1,0,0.22,0.78,0.00108531
S2419HGFc,2018/7/1,0.26,0.26,0.48,0.001186
S2419HGFc,2018/8/1,0.99,0,0.00999999,0.00252013
S2419HGFc,2018/9/1,0.48,0.51,0.00999999,0.00148602
S2419HGFc,2018/10/1,0.35,0.35,0.3,0.00414106
S2419HGFc,2018/11/1,0.55,0.35,0.1,0.00422337
S2419HGFc,2018/12/1,0,0,1,0
S2419HGFc,2019/1/1,0,0,1,0
S2419HGFc,2019/2/1,0,0,1,0
S2419HGFc,2019/3/1,0,0,1,0
S2419HGFc,2019/4/1,0,0,1,0
S2419HGFc,2019/5/1,0,0,1,0
S2419HGFc,2019/6/1,0,0,1,0
S2419HGFc,2019/7/1,0,0,1,0
S2419HGFc,2019/8/1,0.99,0,0.00999999,0.00579191
S2419HGFc,2019/9/1,0,0,1,0.00679855
S2419HMt,2018/5/1,0.5,0.11,0.39,0.000759933
S2419HMt,2018/6/1,0.65,0.35,2.98023e-08,0.000828189
S2419HMt,2018/7/1,0.99,0,0.00999999,0.00049238
S2419HMt,2018/8/1,0.49,0.5,0.00999999,0.000982493
S2419HMt,2018/9/1,0.99,0,0.00999999,0.000813832
S2419HMt,2018/10/1,0.02,0.94,0.04,0.00547778
S2419HMt,2018/11/1,0.94,0.05,0.01,0.00547932
S2419HMt,2018/12/1,0,0,1,0
S2419HMt,2019/1/1,0.99,0,0.00999999,0.00294548
S2419HMt,2019/2/1,0,0,1,0
S2419HMt,2019/3/1,0,0,1,0
S2419HMt,2019/4/1,0,0.99,0.00999999,0.0033293
S2419HMt,2019/5/1,0.99,0,0.00999999,0.00261438
S2419HMt,2019/6/1,0,0.99,0.00999999,0.00304927
S2419HMt,2019/7/1,0.64,0,0.36,0.00157563
S2419HMt,2019/8/1,0.09,0.66,0.25,0.00283382
S2419HMt,2019/9/1,0.93,0,0.07,0.00172224
S2716DGb,2018/5/1,0.07,0.92,0.00999999,0.00176088
S2716DGb,2018/6/1,0,0.97,0.03,0.00274357
S2716DGb,2018/7/1,0.31,0,0.69,0.00217835
S2716DGb,2018/8/1,0,0.99,0.00999999,0.00214382
S2716DGb,2018/9/1,0,0,1,0.00227591
S2716DGb,2018/10/1,0,0.99,0.00999999,0.00602263
S2716DGb,2018/11/1,0.59,0.41,2.98023e-08,0.0054293
S2716DGb,2018/12/1,0,0,1,0.00286415
S2716DGb,2019/1/1,0,0.99,0.00999999,0.00367727
S2716DGb,2019/2/1,0,0,1,0.00178872
S2716DGb,2019/3/1,0.89,0.11,1.49012e-08,0.00189702
S2716DGb,2019/4/1,0.99,0,0.00999999,0.00179326
S2716DGb,2019/5/1,0,0.99,0.00999999,0.00152729
S2716DGb,2019/6/1,0.05,0,0.95,0.00178984
S2716DGb,2019/7/1,0,0.99,0.00999999,0.00252562
S2716DGb,2019/8/1,0,0.99,0.00999999,0.00170225
S2716DGb,2019/9/1,0.94,0,0.06,0.00172285
S2718Dt,2018/5/1,0,0.99,0.00999999,0.00159003
S2718Dt,2018/6/1,0.89,0.11,1.49012e-08,0.00284165
S2718Dt,2018/7/1,0,0,1,0.00241465
S2718Dt,2018/8/1,0.54,0.27,0.19,0.00154808
S2718Dt,2018/9/1,0.85,0.14,0.00999998,0.00190585
S2718Dt,2018/10/1,0,0.99,0.00999999,0.00684992
S2718Dt,2018/11/1,0.99,0,0.00999999,0.00535017
S2718Dt,2018/12/1,0,0.99,0.00999999,0.00659828
S2718Dt,2019/1/1,0,0,1,0.000653595
S2718Dt,2019/2/1,0,0.99,0.00999999,0.00305497
S2718Dt,2019/3/1,0,0.14,0.86,0.00509967
S2718Dt,2019/4/1,0.1,0.58,0.32,0.00433524
S2718Dt,2019/5/1,0.24,0.27,0.49,0.00375582
S2718Dt,2019/6/1,0.33,0,0.67,0.00237488
S2718Dt,2019/7/1,0,0.73,0.27,0.00348778
S2718Dt,2019/8/1,0,0,1,0.00199528
S2718Dt,2019/9/1,0.11,0.42,0.47,0.00290206
S2719DGFc,2018/5/1,0,0,1,0.00506244
S2719DGFc,2018/6/1,0,0.99,0.00999999,0.00562889
S2719DGFc,2018/7/1,0.66,0.21,0.13,0.00471925
S2719DGFc,2018/8/1,0.38,0.19,0.43,0.00433429
S2719DGFc,2018/9/1,0.29,0.67,0.04,0.00422876
S2719DGFc,2018/10/1,0.81,0,0.19,0.00854894
S2719DGFc,2018/11/1,0.02,0.18,0.8,0.00769952
S2719DGFc,2018/12/1,0,0,1,0
S2719DGFc,2019/1/1,0,0,1,0
S2719DGFc,2019/2/1,0,0,1,0
S2719DGFc,2019/3/1,0,0,1,0
S2719DGFc,2019/4/1,0,0,1,0
S2719DGFc,2019/5/1,0,0,1,0
S2719DGFc,2019/6/1,0,0,1,0
S2719DGFc,2019/7/1,0.99,0,0.00999999,0.00671602
S2719DGFc,2019/8/1,0,0,1,0.00477929
S2719DGFc,2019/9/1,0.25,0.04,0.71,0.00374673
S2719DMt,2018/5/1,0,0.74,0.26,0.00131438
S2719DMt,2018/6/1,0.83,0,0.17,0.00144577
S2719DMt,2018/7/1,0.6,0.14,0.26,0.0010913
S2719DMt,2018/8/1,0.3,0.15,0.55,0.00101909
S2719DMt,2018/9/1,0,0.99,0.00999999,0.00169346
S2719DMt,2018/10/1,0,0.47,0.53,0.00522915
S2719DMt,2018/11/1,0.29,0.12,0.59,0.00491523
S2719DMt,2018/12/1,0,0,1,0
S2719DMt,2019/1/1,0,0,1,0
S2719DMt,2019/2/1,0,0,1,0
S2719DMt,2019/3/1,0,0,1,0
S2719DMt,2019/4/1,0,0,1,0.00775334
S2719DMt,2019/5/1,0,0,1,0.00801181
S2719DMt,2019/6/1,0.29,0.07,0.64,0.00347002
S2719DMt,2019/7/1,0,0.99,0.00999999,0.00320752
S2719DMt,2019/8/1,0,0,1,0.00424837
S2719DMt,2019/9/1,0,0.99,0.00999999,0.00273012
S2719Hc,2018/5/1,0,0,1,0.00154157
S2719Hc,2018/6/1,0.01,0.98,0.00999999,0.00216752
S2719Hc,2018/7/1,0.61,0.08,0.31,0.0017988
S2719Hc,2018/8/1,0,0.44,0.56,0.00196167
S2719Hc,2018/9/1,0,0.08,0.92,0.00198603
S2719Hc,2018/10/1,0.06,0.41,0.53,0.00464195
S2719Hc,2018/11/1,0.28,0.58,0.14,0.00452476
S2719Hc,2018/12/1,0,0,1,0
S2719Hc,2019/1/1,0,0,1,0
S2719Hc,2019/2/1,0,0,1,0
S2719Hc,2019/3/1,0,0,1,0
S2719Hc,2019/4/1,0.99,0,0.00999999,0.00735321
S2719Hc,2019/5/1,0,0,1,0.00850284
S2719Hc,2019/6/1,0,0,1,0.00285948
S2719Hc,2019/7/1,0.46,0.53,0.00999999,0.00571481
S2719Hc,2019/8/1,0,0.42,0.58,0.00429657
S2719Hc,2019/9/1,0,0.3,0.7,0.00306373
S2719HSt,2018/5/1,0,0,1,0.001971
S2719HSt,2018/6/1,0,0.99,0.00999999,0.00217155
S2719HSt,2018/7/1,0.95,0,0.05,0.00157641
S2719HSt,2018/8/1,0.06,0.71,0.23,0.00280892
S2719HSt,2018/9/1,0.99,0,0.00999999,0.00318887
S2719HSt,2018/10/1,0.27,0.46,0.27,0.00523922
S2719HSt,2018/11/1,0.77,0.23,1.49012e-08,0.00526022
S2719HSt,2018/12/1,0,0,1,0
S2719HSt,2019/1/1,0,0,1,0
S2719HSt,2019/2/1,0,0,1,0
S2719HSt,2019/3/1,0,0,1,0
S2719HSt,2019/4/1,0,0,1,0
S2719HSt,2019/5/1,0,0,1,0
S2719HSt,2019/6/1,0.72,0.02,0.26,0.00640466
S2719HSt,2019/7/1,0,0,1,0
S2719HSt,2019/8/1,0,0,1,0.00245098
S2719HSt,2019/9/1,0,0.99,0.00999999,0.00263318
SE1918HVf,2018/5/1,0.01,0,0.99,0.00100436
SE1918HVf,2018/6/1,0,0.99,0.00999999,0.00157272
SE1918HVf,2018/7/1,0,0.99,0.00999999,0.00203347
SE1918HVf,2018/8/1,0,0.31,0.69,0.00161661
SE1918HVf,2018/9/1,0.62,0,0.38,0.00142219
SE1918HVf,2018/10/1,0.99,0,0.00999999,0.00994847
SE1918HVf,2018/11/1,0.99,0,0.00999999,0.00847264
SE1918HVf,2018/12/1,0,0.2,0.8,0.00515251
SE1918HVf,2019/1/1,0.14,0.19,0.67,0.00555932
SE1918HVf,2019/2/1,0.2,0.75,0.05,0.00474473
SE1918HVf,2019/3/1,0.24,0,0.76,0.00322184
SE1918HVf,2019/4/1,0.39,0.16,0.45,0.00413283
SE1918HVf,2019/5/1,0,0.3,0.7,0.00435615
SE1918HVf,2019/6/1,0.01,0.44,0.55,0.0032381
SE1918HVf,2019/7/1,0.66,0.12,0.22,0.00289452
SE1918HVf,2019/8/1,0.45,0.5,0.05,0.00558824
SE1918HVf,2019/9/1,0.45,0,0.55,0.00268847
SE2018HRf,2018/5/1,0.75,0,0.25,0.00339861
SE2018HRf,2018/6/1,0.26,0.73,0.00999999,0.00259986
SE2018HRf,2018/7/1,0.83,0,0.17,0.00218877
SE2018HRf,2018/8/1,0.99,0,0.00999999,0.00314607
SE2018HRf,2018/9/1,0.61,0,0.39,0.00213334
SE2018HRf,2018/10/1,0,0,1,0.00637883
SE2018HRf,2018/11/1,0,0.99,0.00999999,0.00685339
SE2018HRf,2018/12/1,0.11,0.54,0.35,0.00563206
SE2018HRf,2019/1/1,0,0.55,0.45,0.0055795
SE2018HRf,2019/2/1,0.51,0,0.49,0.00433565
SE2018HRf,2019/3/1,0,0.61,0.39,0.00507969
SE2018HRf,2019/4/1,0.28,0,0.72,0.00318169
SE2018HRf,2019/5/1,0,0.64,0.36,0.00292363
SE2018HRf,2019/6/1,0.07,0.31,0.62,0.00269574
SE2018HRf,2019/7/1,0,0.99,0.00999999,0.00419989
SE2018HRf,2019/8/1,0.11,0.26,0.63,0.00333636
SE2018HRf,2019/9/1,0,0.63,0.37,0.00254913
SE2018HV,2018/5/1,0.62,0.07,0.31,0.00142012
SE2018HV,2018/6/1,0.01,0.3,0.69,0.00148118
SE2018HV,2018/7/1,0,0.48,0.52,0.00168853
SE2018HV,2018/8/1,0.18,0.81,0.00999999,0.00251235
SE2018HV,2018/9/1,0.52,0,0.48,0.00205013
SE2018HV,2018/10/1,0.99,0,0.00999999,0.00463529
SE2018HV,2018/11/1,0,0,1,0.006637
SE2018HV,2018/12/1,0,0,1,0.00309841
SE2018HV,2019/1/1,0,0.93,0.07,0.00180733
SE2018HV,2019/2/1,0.78,0,0.22,0.00201964
SE2018HV,2019/3/1,0,0,1,0.00163799
SE2018HV,2019/4/1,0.55,0.44,0.00999999,0.00251524
SE2018HV,2019/5/1,0.83,0.17,1.49012e-08,0.00276401
SE2018HV,2019/6/1,0,0.66,0.34,0.002843
SE2018HV,2019/7/1,0.12,0.36,0.52,0.00263609
SE2018HV,2019/8/1,0.12,0.37,0.51,0.00175005
SE2018HV,2019/9/1,0.55,0.26,0.19,0.00204676
SE2216Hf,2018/5/1,0.38,0.17,0.45,0.00138326
SE2216Hf,2018/6/1,0.47,0.07,0.46,0.00163618
SE2216Hf,2018/7/1,0,0.41,0.59,0.00147002
SE2216Hf,2018/8/1,0,0.53,0.47,0.00238634
