Model,Month,a,b,c,Precision
U3219Qb,2019/9/1,0.71,0.29,2.98023e-08,0.00266292
U3415Wb,2018/5/1,0,0.99,0.00999999,0.0137312
U3415Wb,2018/6/1,0,0,1,0.00749301
U3415Wb,2018/7/1,0.53,0.47,2.98023e-08,0.00738224
U3415Wb,2018/8/1,0.7,0.3,0,0.00921569
U3415Wb,2018/9/1,0.13,0.13,0.74,0.00756818
U3415Wb,2018/10/1,0,0.75,0.25,0.00772496
U3415Wb,2018/11/1,0.67,0.04,0.29,0.00718886
U3415Wb,2018/12/1,0.31,0.44,0.25,0.00580396
U3415Wb,2019/1/1,0.9,0.1,2.23517e-08,0.00806559
U3415Wb,2019/2/1,0.26,0.21,0.53,0.00544593
U3415Wb,2019/3/1,0,0.55,0.45,0.00701169
U3415Wb,2019/4/1,0.44,0,0.56,0.00865812
U3415Wb,2019/5/1,0,0.1,0.9,0.0119188
U3415Wb,2019/6/1,0.04,0,0.96,0.00374403
U3415Wb,2019/7/1,0,0.99,0.00999999,0.00540195
U3415Wb,2019/8/1,0,0,1,0.00496481
U3415Wb,2019/9/1,0,0.99,0.00999999,0.00382245
U3417Wb,2018/5/1,0.99,0,0.00999999,0.0113685
U3417Wb,2018/6/1,0,0,1,0.00285948
U3417Wb,2018/7/1,0,0.5,0.5,0.00367647
U3417Wb,2018/8/1,0.47,0.42,0.11,0.00277097
U3417Wb,2018/9/1,0.66,0.01,0.33,0.00409313
U3417Wb,2018/10/1,0.99,0,0.00999999,0.00241421
U3417Wb,2018/11/1,0,0.99,0.00999999,0.00577555
U3417Wb,2018/12/1,0.75,0,0.25,0.00498366
U3417Wb,2019/1/1,0,0.54,0.46,0.00752101
U3417Wb,2019/2/1,0.6,0.39,0.00999999,0.00339168
U3417Wb,2019/3/1,0.18,0.81,0.00999999,0.00597565
U3417Wb,2019/4/1,0,0,1,0.00566789
U3417Wb,2019/5/1,0,0.99,0.00999999,0.00674962
U3417Wb,2019/6/1,0,0.08,0.92,0.00313944
U3417Wb,2019/7/1,0.11,0.88,0.00999999,0.00412917
U3417Wb,2019/8/1,0,0.18,0.82,0.00553331
U3417Wb,2019/9/1,0.96,0.04,2.23517e-08,0.00490468
U3419Wb,2018/5/1,0.6,0.24,0.16,0.0064205
U3419Wb,2018/6/1,0,0,1,0
U3419Wb,2018/7/1,0,0,1,0
U3419Wb,2018/8/1,0,0,1,0
U3419Wb,2018/9/1,0,0,1,0
U3419Wb,2018/10/1,0,0,1,0
U3419Wb,2018/11/1,0,0,1,0
U3419Wb,2018/12/1,0,0,1,0
U3419Wb,2019/1/1,0,0,1,0
U3419Wb,2019/2/1,0,0,1,0
U3419Wb,2019/3/1,0.99,0,0.00999999,0.0102569
U3419Wb,2019/4/1,0.35,0.09,0.56,0.00744429
U3419Wb,2019/5/1,0.96,0.04,2.23517e-08,0.00628611
U3419Wb,2019/6/1,0,0.34,0.66,0.00296079
U3419Wb,2019/7/1,0.06,0,0.94,0.00323401
U3419Wb,2019/8/1,0,0.01,0.99,0.00124749
U3419Wb,2019/9/1,0.37,0.62,0.00999999,0.00256769
U3818DWb,2018/5/1,0.99,0,0.00999999,0.00763726
U3818DWb,2018/6/1,0,0.99,0.00999999,0.00491422
U3818DWb,2018/7/1,0.45,0.54,0.00999999,0.00477087
U3818DWb,2018/8/1,0,0,1,0
U3818DWb,2018/9/1,0,0.99,0.00999999,0.00297217
U3818DWb,2018/10/1,0,0,1,0
U3818DWb,2018/11/1,0,0.99,0.00999999,2.94117e-05
U3818DWb,2018/12/1,0,0.99,0.00999999,0.00491176
U3818DWb,2019/1/1,0.1,0.35,0.55,0.00623077
U3818DWb,2019/2/1,0.42,0.21,0.37,0.00222816
U3818DWb,2019/3/1,0,0,1,0
U3818DWb,2019/4/1,0.08,0.91,0.00999999,0.00674658
U3818DWb,2019/5/1,0,0.99,0.00999999,0.00469058
U3818DWb,2019/6/1,0.06,0,0.94,0.00449608
U3818DWb,2019/7/1,0,0,1,0.00183824
U3818DWb,2019/8/1,0,0.99,0.00999999,0.00246324
U3818DWb,2019/9/1,0.61,0.38,0.00999999,0.00200018
U4919DWb,2018/5/1,0.68,0.11,0.21,0.00481652
U4919DWb,2018/6/1,0,0,1,0
U4919DWb,2018/7/1,0,0,1,0
U4919DWb,2018/8/1,0,0,1,0
U4919DWb,2018/9/1,0,0,1,0
U4919DWb,2018/10/1,0,0,1,0
U4919DWb,2018/11/1,0,0,1,0
U4919DWb,2018/12/1,0,0,1,0
U4919DWb,2019/1/1,0,0,1,0
U4919DWb,2019/2/1,0,0,1,0
U4919DWb,2019/3/1,0,0,1,0
U4919DWb,2019/4/1,0.04,0.04,0.92,0.00500572
U4919DWb,2019/5/1,0.04,0.04,0.92,0.00500572
U4919DWb,2019/6/1,0,0,1,0.00326798
U4919DWb,2019/7/1,0.99,0,0.00999999,5.00572e-05
U4919DWb,2019/8/1,0.96,0.04,2.23517e-08,0.00204249
U4919DWb,2019/9/1,0.99,0,0.00999999,0.00657028
UP2516Dt,2018/5/1,0.75,0,0.25,0.00959968
UP2516Dt,2018/6/1,0.12,0,0.88,0.00431373
UP2516Dt,2018/7/1,0.31,0.67,0.02,0.00515413
UP2516Dt,2018/8/1,0,0.4,0.6,0.00563725
UP2516Dt,2018/9/1,0,0,1,0.00649686
UP2516Dt,2018/10/1,0.87,0.03,0.1,0.00543016
UP2516Dt,2018/11/1,0.53,0.47,2.98023e-08,0.00855916
UP2516Dt,2018/12/1,0.99,0,0.00999999,0.00884389
UP2516Dt,2019/1/1,0,0.26,0.74,0.00760523
UP2516Dt,2019/2/1,0.56,0.24,0.2,0.00639341
UP2516Dt,2019/3/1,0.99,0,0.00999999,0.00567838
UP2516Dt,2019/4/1,0.14,0.18,0.68,0.00814499
UP2516Dt,2019/5/1,0,0,1,0.00724819
UP2516Dt,2019/6/1,0,0.25,0.75,0.00526555
UP2516Dt,2019/7/1,0.04,0.95,0.00999999,0.00520242
UP2516Dt,2019/8/1,0.49,0,0.51,0.00572001
UP2516Dt,2019/9/1,0.23,0.7,0.07,0.004256
UP2715Kt,2018/5/1,0.99,0,0.00999999,0.0126444
UP2715Kt,2018/6/1,0,0,1,0.00392157
UP2715Kt,2018/7/1,0,0.99,0.00999999,0.00395098
UP2715Kt,2018/8/1,0.99,0,0.00999999,0.00786274
UP2715Kt,2018/9/1,0,0.5,0.5,0.00735296
UP2715Kt,2018/10/1,0,0.98,0.02,0.00980392
UP2715Kt,2018/11/1,0.66,0,0.34,0.0114382
UP2715Kt,2018/12/1,0,0.99,0.00999999,0.0106373
UP2715Kt,2019/1/1,0,0,1,0.0111833
UP2715Kt,2019/2/1,0.49,0.5,0.00999999,0.0120091
UP2715Kt,2019/3/1,0.99,0,0.00999999,0.000111833
UP2715Kt,2019/4/1,0,0.99,0.00999999,0.0073652
UP2715Kt,2019/5/1,0.99,0,0.00999999,0.00738554
UP2715Kt,2019/6/1,0,0.68,0.32,0.00792695
UP2715Kt,2019/7/1,0.81,0.18,0.00999999,0.00866908
UP2715Kt,2019/8/1,0.67,0,0.33,0.00921809
UP2715Kt,2019/9/1,0.96,0.04,2.23517e-08,0.0106209
UP2716Dt,2018/5/1,0,0.07,0.93,0.00784021
UP2716Dt,2018/6/1,0,0.46,0.54,0.0053909
UP2716Dt,2018/7/1,0.11,0.61,0.28,0.00558229
UP2716Dt,2018/8/1,0,0,1,0.00392801
UP2716Dt,2018/9/1,0.55,0.44,0.00999999,0.00424077
UP2716Dt,2018/10/1,0.04,0,0.96,0.00527577
UP2716Dt,2018/11/1,0.01,0.47,0.52,0.0075393
UP2716Dt,2018/12/1,0.41,0,0.59,0.00561209
UP2716Dt,2019/1/1,0.48,0.38,0.14,0.00507189
UP2716Dt,2019/2/1,0,0,1,0.00764752
UP2716Dt,2019/3/1,0,0,1,0.00647059
UP2716Dt,2019/4/1,0,0.99,0.00999999,0.00821176
UP2716Dt,2019/5/1,0.91,0,0.09,0.00690758
UP2716Dt,2019/6/1,0,0,1,0.0044433
UP2716Dt,2019/7/1,0,0.49,0.51,0.0038767
UP2716Dt,2019/8/1,0.1,0.24,0.66,0.00367843
UP2716Dt,2019/9/1,0.83,0,0.17,0.00402683
UP2718Qt,2018/5/1,0.83,0.09,0.08,0.00461371
UP2718Qt,2018/6/1,0.44,0,0.56,0.00816994
UP2718Qt,2018/7/1,0,0,1,0.00882606
UP2718Qt,2018/8/1,0,0,1,0.00571895
UP2718Qt,2018/9/1,0,0,1,0.00735294
UP2718Qt,2018/10/1,0,0.48,0.52,0.00779857
UP2718Qt,2018/11/1,0.8,0,0.2,0.00490196
UP2718Qt,2018/12/1,0.4,0.6,0,0.00653595
UP2718Qt,2019/1/1,0,0,1,0.00980392
UP2718Qt,2019/2/1,0,0.99,0.00999999,0.00883333
UP2718Qt,2019/3/1,0,0.67,0.33,0.0092647
UP2718Qt,2019/4/1,0.56,0,0.44,0.00735761
UP2718Qt,2019/5/1,0.16,0.07,0.77,0.0093263
UP2718Qt,2019/6/1,0,0.2,0.8,0.00392157
UP2718Qt,2019/7/1,0.42,0.58,5.96046e-08,0.0105147
UP2718Qt,2019/8/1,0,0,1,0.00163399
UP2718Qt,2019/9/1,0,0.99,0.00999999,0.00413399
UP3017t,2018/5/1,0.99,0,0.00999999,0.00980699
UP3017t,2018/6/1,0,0,1,0.00694444
UP3017t,2018/7/1,0.4,0.6,0,0.00968137
UP3017t,2018/8/1,0.99,0,0.00999999,0.0126838
UP3017t,2018/9/1,0,0.99,0.00999999,0.00492647
UP3017t,2018/10/1,0,0.99,0.00999999,0.0147304
UP3017t,2018/11/1,0,0,1,0.0147059
UP3017t,2018/12/1,0,0.99,0.00999999,0.00909314
UP3017t,2019/1/1,0.99,0,0.00999999,0.0115196
UP3017t,2019/2/1,0.33,0,0.67,0.00900326
UP3017t,2019/3/1,0,0.99,0.00999999,0.0106454
UP3017t,2019/4/1,0,0.55,0.45,0.00788769
UP3017t,2019/5/1,0.67,0,0.33,0.00928105
UP3017t,2019/6/1,0,0.08,0.92,0.00599673
UP3017t,2019/7/1,0,0.25,0.75,0.0054033
UP3017t,2019/8/1,0.65,0.01,0.34,0.00543655
UP3017t,2019/9/1,0.53,0.24,0.23,0.00664164
UP3214Qt,2018/5/1,0.99,0,0.00999999,0.0155556
UP3214Qt,2018/6/1,0.31,0.6,0.09,0.0059017
UP3214Qt,2018/7/1,0.99,0,0.00999999,0.0208374
UP3214Qt,2018/8/1,0,0.37,0.63,0.0113039
UP3214Qt,2018/9/1,0.79,0.1,0.11,0.00986843
UP3214Qt,2018/10/1,0.74,0.25,0.00999999,0.0131486
UP3214Qt,2018/11/1,0.99,0,0.00999999,0.0117647
UP3214Qt,2018/12/1,0.88,0.08,0.04,0.0107712
UP3214Qt,2019/1/1,0,0.23,0.77,0.0115016
UP3214Qt,2019/2/1,0,0.66,0.34,0.00902539
UP3214Qt,2019/3/1,0,0,1,0.00980392
UP3214Qt,2019/4/1,0.99,0,0.00999999,0.0072408
UP3214Qt,2019/5/1,0.09,0,0.91,0.0116422
UP3214Qt,2019/6/1,0.04,0.16,0.8,0.00571896
UP3214Qt,2019/7/1,0,0.99,0.00999999,0.00494485
UP3214Qt,2019/8/1,0.99,0,0.00999999,0.00736928
UP3214Qt,2019/9/1,0.43,0.42,0.15,0.00769522
UP3216Qt,2018/5/1,0,0,1,0.0086119
UP3216Qt,2018/6/1,0,0,1,0.0067402
UP3216Qt,2018/7/1,0,0,1,0.00408498
UP3216Qt,2018/8/1,0.33,0.66,0.00999993,0.00445057
UP3216Qt,2018/9/1,0,0.21,0.79,0.00619261
UP3216Qt,2018/10/1,0,0.01,0.99,0.00857843
UP3216Qt,2018/11/1,0.65,0.35,2.98023e-08,0.0071644
UP3216Qt,2018/12/1,0.99,0,0.00999999,0.00417892
UP3216Qt,2019/1/1,0,0,1,0.0071644
UP3216Qt,2019/2/1,0,0.72,0.28,0.00898809
UP3216Qt,2019/3/1,0,0.63,0.37,0.0100588
UP3216Qt,2019/4/1,0.84,0,0.16,0.00655215
UP3216Qt,2019/5/1,0.09,0.59,0.32,0.0110723
UP3216Qt,2019/6/1,0,0,1,0.00612746
UP3216Qt,2019/7/1,0,0.8,0.2,0.00466894
UP3216Qt,2019/8/1,0.84,0,0.16,0.00509805
UP3216Qt,2019/9/1,0.48,0,0.52,0.00356153
UP3218Kt,2018/5/1,0,0.99,0.00999999,0.00662336
UP3218Kt,2018/6/1,0,0,1,0
UP3218Kt,2018/7/1,0,0.99,0.00999999,6.40463e-05
UP3218Kt,2018/8/1,0,0.99,0.00999999,0.00128879
UP3218Kt,2018/9/1,0.99,0,0.00999999,0.00102868
UP3218Kt,2018/10/1,0,0,1,0.00122549
UP3218Kt,2018/11/1,0,0,1,0.00588235
UP3218Kt,2018/12/1,0,0,1,0.00490196
UP3218Kt,2019/1/1,0,0.99,0.00999999,0.00495098
UP3218Kt,2019/2/1,0.99,0,0.00999999,0.00686275
UP3218Kt,2019/3/1,0.99,0,0.00999999,0.00735294
UP3218Kt,2019/4/1,0.65,0.35,2.98023e-08,0.00326797
UP3218Kt,2019/5/1,0,0.23,0.77,0.00702006
UP3218Kt,2019/6/1,0.38,0,0.62,0.00604675
UP3218Kt,2019/7/1,0,0.2,0.8,0.00594177
UP3218Kt,2019/8/1,0.09,0.09,0.82,0.00500343
UP3218Kt,2019/9/1,0.06,0.93,0.00999999,0.00628559
