Model,Month,a,b,c,Precision
U2719Dt,2019/8/1,0.28,0.35,0.37,0.00175289
U2719Dt,2019/9/1,0,0.57,0.43,0.00153631
U3219Qb,2018/5/1,0.99,0,0.00999999,0.00485124
U3219Qb,2018/6/1,0,0,1,0
U3219Qb,2018/7/1,0,0,1,0
U3219Qb,2018/8/1,0,0,1,0
U3219Qb,2018/9/1,0,0,1,0
U3219Qb,2018/10/1,0,0,1,0
U3219Qb,2018/11/1,0,0,1,0
U3219Qb,2018/12/1,0,0,1,0
U3219Qb,2019/1/1,0.99,0,0.00999999,0.00746369
U3219Qb,2019/2/1,0,0.04,0.96,0.00600322
U3219Qb,2019/3/1,0,0,1,0.0035403
U3219Qb,2019/4/1,0,0.36,0.64,0.00386928
U3219Qb,2019/5/1,0.16,0.26,0.58,0.00443464
U3219Qb,2019/6/1,0.1,0,0.9,0.00153822
U3219Qb,2019/7/1,0.11,0.6,0.29,0.00209392
U3219Qb,2019/8/1,0.63,0.04,0.33,0.00124775
U3219Qb,2019/9/1,0.71,0.29,2.98023e-08,0.00266292
